i,j,k,x_um,y_um,z_um,pressure,temperature,liquid_fraction,fill_level,ux,uy,uz,vmag
0,59,40,0.00,221.25,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,59,40,3.75,221.25,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,59,40,7.50,221.25,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,59,40,11.25,221.25,150.00,-2.47733350e+03,3.00000671e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,59,40,15.00,221.25,150.00,-2.47733350e+03,3.00000885e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,59,40,18.75,221.25,150.00,-2.47733350e+03,3.00001160e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,59,40,22.50,221.25,150.00,-2.47733350e+03,3.00001404e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,59,40,26.25,221.25,150.00,-2.47733350e+03,3.00001709e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,59,40,30.00,221.25,150.00,-2.47733350e+03,3.00002167e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,59,40,33.75,221.25,150.00,-2.47733350e+03,3.00002563e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,59,40,37.50,221.25,150.00,-2.47733350e+03,3.00003174e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,59,40,41.25,221.25,150.00,-2.47733350e+03,3.00003815e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,59,40,45.00,221.25,150.00,-2.47733350e+03,3.00004517e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,59,40,48.75,221.25,150.00,-2.47733350e+03,3.00005310e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,59,40,52.50,221.25,150.00,-2.47733350e+03,3.00006104e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,59,40,56.25,221.25,150.00,-2.47733350e+03,3.00006775e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,59,40,60.00,221.25,150.00,-2.47733350e+03,3.00007446e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,59,40,63.75,221.25,150.00,-2.47733350e+03,3.00007965e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,59,40,67.50,221.25,150.00,-2.47733350e+03,3.00008484e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,59,40,71.25,221.25,150.00,-2.47733350e+03,3.00008759e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,59,40,75.00,221.25,150.00,-2.47733350e+03,3.00008789e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,59,40,78.75,221.25,150.00,-2.47733350e+03,3.00008728e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,59,40,82.50,221.25,150.00,-2.47733350e+03,3.00008362e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,59,40,86.25,221.25,150.00,-2.47733350e+03,3.00007996e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,59,40,90.00,221.25,150.00,-2.47733350e+03,3.00007446e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,59,40,93.75,221.25,150.00,-2.47733350e+03,3.00006744e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,59,40,97.50,221.25,150.00,-2.47733350e+03,3.00006073e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,59,40,101.25,221.25,150.00,-2.47733350e+03,3.00005341e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,59,40,105.00,221.25,150.00,-2.47733350e+03,3.00004578e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,59,40,108.75,221.25,150.00,-2.47733350e+03,3.00003906e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,59,40,112.50,221.25,150.00,-2.47733350e+03,3.00003204e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,59,40,116.25,221.25,150.00,-2.47733350e+03,3.00002655e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,59,40,120.00,221.25,150.00,-2.47733350e+03,3.00002197e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,59,40,123.75,221.25,150.00,-2.47733350e+03,3.00001678e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,59,40,127.50,221.25,150.00,-2.47733350e+03,3.00001404e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,59,40,131.25,221.25,150.00,-2.47733350e+03,3.00001038e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,59,40,135.00,221.25,150.00,-2.47733350e+03,3.00000793e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,59,40,138.75,221.25,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,59,40,142.50,221.25,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,59,40,146.25,221.25,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,60,40,0.00,225.00,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,60,40,3.75,225.00,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,60,40,7.50,225.00,150.00,-2.47733350e+03,3.00000397e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,60,40,11.25,225.00,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,60,40,15.00,225.00,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,60,40,18.75,225.00,150.00,-2.47733350e+03,3.00000732e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,60,40,22.50,225.00,150.00,-2.47733350e+03,3.00001007e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,60,40,26.25,225.00,150.00,-2.47733350e+03,3.00001251e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,60,40,30.00,225.00,150.00,-2.47733350e+03,3.00001465e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,60,40,33.75,225.00,150.00,-2.47733350e+03,3.00001770e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,60,40,37.50,225.00,150.00,-2.47733350e+03,3.00002197e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,60,40,41.25,225.00,150.00,-2.47733350e+03,3.00002686e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,60,40,45.00,225.00,150.00,-2.47733350e+03,3.00003174e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,60,40,48.75,225.00,150.00,-2.47733350e+03,3.00003662e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,60,40,52.50,225.00,150.00,-2.47733350e+03,3.00004181e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,60,40,56.25,225.00,150.00,-2.47733350e+03,3.00004578e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,60,40,60.00,225.00,150.00,-2.47733350e+03,3.00005035e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,60,40,63.75,225.00,150.00,-2.47733350e+03,3.00005432e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,60,40,67.50,225.00,150.00,-2.47733350e+03,3.00005707e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,60,40,71.25,225.00,150.00,-2.47733350e+03,3.00005829e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,60,40,75.00,225.00,150.00,-2.47733350e+03,3.00005829e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,60,40,78.75,225.00,150.00,-2.47733350e+03,3.00005798e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,60,40,82.50,225.00,150.00,-2.47733350e+03,3.00005554e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,60,40,86.25,225.00,150.00,-2.47733350e+03,3.00005341e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,60,40,90.00,225.00,150.00,-2.47733350e+03,3.00004944e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,60,40,93.75,225.00,150.00,-2.47733350e+03,3.00004547e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,60,40,97.50,225.00,150.00,-2.47733350e+03,3.00004181e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,60,40,101.25,225.00,150.00,-2.47733350e+03,3.00003693e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,60,40,105.00,225.00,150.00,-2.47733350e+03,3.00003174e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,60,40,108.75,225.00,150.00,-2.47733350e+03,3.00002655e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,60,40,112.50,225.00,150.00,-2.47733350e+03,3.00002167e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,60,40,116.25,225.00,150.00,-2.47733350e+03,3.00001770e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,60,40,120.00,225.00,150.00,-2.47733350e+03,3.00001495e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,60,40,123.75,225.00,150.00,-2.47733350e+03,3.00001160e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,60,40,127.50,225.00,150.00,-2.47733350e+03,3.00000977e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,60,40,131.25,225.00,150.00,-2.47733350e+03,3.00000732e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,60,40,135.00,225.00,150.00,-2.47733350e+03,3.00000519e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,60,40,138.75,225.00,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,60,40,142.50,225.00,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,60,40,146.25,225.00,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,61,40,0.00,228.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,61,40,3.75,228.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,61,40,7.50,228.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,61,40,11.25,228.75,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,61,40,15.00,228.75,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,61,40,18.75,228.75,150.00,-2.47733350e+03,3.00000488e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,61,40,22.50,228.75,150.00,-2.47733350e+03,3.00000671e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,61,40,26.25,228.75,150.00,-2.47733350e+03,3.00000885e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,61,40,30.00,228.75,150.00,-2.47733350e+03,3.00001160e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,61,40,33.75,228.75,150.00,-2.47733350e+03,3.00001282e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,61,40,37.50,228.75,150.00,-2.47733350e+03,3.00001526e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,61,40,41.25,228.75,150.00,-2.47733350e+03,3.00001770e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,61,40,45.00,228.75,150.00,-2.47733350e+03,3.00002197e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,61,40,48.75,228.75,150.00,-2.47733350e+03,3.00002441e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,61,40,52.50,228.75,150.00,-2.47733350e+03,3.00002899e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,61,40,56.25,228.75,150.00,-2.47733350e+03,3.00003174e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,61,40,60.00,228.75,150.00,-2.47733350e+03,3.00003418e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,61,40,63.75,228.75,150.00,-2.47733350e+03,3.00003662e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,61,40,67.50,228.75,150.00,-2.47733350e+03,3.00003784e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,61,40,71.25,228.75,150.00,-2.47733350e+03,3.00003815e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,61,40,75.00,228.75,150.00,-2.47733350e+03,3.00003937e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,61,40,78.75,228.75,150.00,-2.47733350e+03,3.00003784e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,61,40,82.50,228.75,150.00,-2.47733350e+03,3.00003662e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,61,40,86.25,228.75,150.00,-2.47733350e+03,3.00003510e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,61,40,90.00,228.75,150.00,-2.47733350e+03,3.00003296e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,61,40,93.75,228.75,150.00,-2.47733350e+03,3.00003143e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,61,40,97.50,228.75,150.00,-2.47733350e+03,3.00002777e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,61,40,101.25,228.75,150.00,-2.47733350e+03,3.00002502e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,61,40,105.00,228.75,150.00,-2.47733350e+03,3.00002167e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,61,40,108.75,228.75,150.00,-2.47733350e+03,3.00001770e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,61,40,112.50,228.75,150.00,-2.47733350e+03,3.00001434e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,61,40,116.25,228.75,150.00,-2.47733350e+03,3.00001221e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,61,40,120.00,228.75,150.00,-2.47733350e+03,3.00001038e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,61,40,123.75,228.75,150.00,-2.47733350e+03,3.00000885e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,61,40,127.50,228.75,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,61,40,131.25,228.75,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,61,40,135.00,228.75,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,61,40,138.75,228.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,61,40,142.50,228.75,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,61,40,146.25,228.75,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,62,40,0.00,232.50,150.00,-2.47733350e+03,3.00000153e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,62,40,3.75,232.50,150.00,-2.47733350e+03,3.00000214e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,62,40,7.50,232.50,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,62,40,11.25,232.50,150.00,-2.47733350e+03,3.00000244e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,62,40,15.00,232.50,150.00,-2.47733350e+03,3.00000275e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,62,40,18.75,232.50,150.00,-2.47733350e+03,3.00000305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,62,40,22.50,232.50,150.00,-2.47733350e+03,3.00000427e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,62,40,26.25,232.50,150.00,-2.47733350e+03,3.00000641e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,62,40,30.00,232.50,150.00,-2.47733350e+03,3.00000763e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,62,40,33.75,232.50,150.00,-2.47733350e+03,3.00000916e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,62,40,37.50,232.50,150.00,-2.47733350e+03,3.00001160e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,62,40,41.25,232.50,150.00,-2.47733350e+03,3.00001282e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,62,40,45.00,232.50,150.00,-2.47733350e+03,3.00001495e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,62,40,48.75,232.50,150.00,-2.47733350e+03,3.00001678e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,62,40,52.50,232.50,150.00,-2.47733350e+03,3.00001892e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,62,40,56.25,232.50,150.00,-2.47733350e+03,3.00002045e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,62,40,60.00,232.50,150.00,-2.47733350e+03,3.00002228e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,62,40,63.75,232.50,150.00,-2.47733350e+03,3.00002411e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,62,40,67.50,232.50,150.00,-2.47733350e+03,3.00002502e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,62,40,71.25,232.50,150.00,-2.47733350e+03,3.00002655e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,62,40,75.00,232.50,150.00,-2.47733350e+03,3.00002563e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,62,40,78.75,232.50,150.00,-2.47733350e+03,3.00002502e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,62,40,82.50,232.50,150.00,-2.47733350e+03,3.00002411e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,62,40,86.25,232.50,150.00,-2.47733350e+03,3.00002319e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,62,40,90.00,232.50,150.00,-2.47733350e+03,3.00002197e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,62,40,93.75,232.50,150.00,-2.47733350e+03,3.00001984e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,62,40,97.50,232.50,150.00,-2.47733350e+03,3.00001892e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,62,40,101.25,232.50,150.00,-2.47733350e+03,3.00001740e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,62,40,105.00,232.50,150.00,-2.47733350e+03,3.00001495e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,62,40,108.75,232.50,150.00,-2.47733350e+03,3.00001282e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,62,40,112.50,232.50,150.00,-2.47733350e+03,3.00001038e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,62,40,116.25,232.50,150.00,-2.47733350e+03,3.00000885e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,62,40,120.00,232.50,150.00,-2.47733350e+03,3.00000702e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
